name,tag1,synonym,tag2
Mäe,loc,,
Metsatare,loc,,
Piiripunkti,loc,,
Kõivomäe,loc,,
Metsaääre,loc,,
Särgoja,loc,,
Ala,loc,,
Rebase,loc,,
Järve,loc,,
Kasesaba,loc,,
Hansu,loc,,
Matsi,loc,,
Mäepliini,loc,,
Suvetare,loc,,
Kivistiku,loc,,
Metskonna,loc,,
Mustika,loc,,
Tuulepealse,loc,,
Küti,loc,,
Kadakasalu,loc,,
Toomaõue,loc,,
Ubina,loc,,
Pireti,loc,,
Puksu,loc,,
Tammetoa,loc,,
Koolimaja,loc,,
Kukulinnu,loc,,
Müürivahe,loc,,
Kalda,loc,,
Kristiini,loc,,
Uuskalda,loc,,
Nurme,loc,,
Külavahe,loc,,
Põlluvälja,loc,,
Salu,loc,,
Saare,loc,,
Eku-Peetri,loc,,
Rannamänni,loc,,
Paju,loc,,
Karge,loc,,
Vainu,loc,,
Matsi-Reinu,loc,,
Vipre,loc,,
Mardi,loc,,
Liigi,loc,,
Kägi,loc,,
Toomaääre,loc,,
Saare,loc,,
Kasemetsa,loc,,
Pargi,loc,,
Männi,loc,,
Koiduma,loc,,
Raudsepa,loc,,
Toru,loc,,
Tõmmu,loc,,
Allika,loc,,
Männi,loc,,
Viljapuuaia,loc,,
Möldri,loc,,
Soone,loc,,
Antsu,loc,,
Niidu,loc,,
Telliskivi,loc,,
Vahtra,loc,,
Härma,loc,,
Kopli-Madise,loc,,
Põldsamaa,loc,,
Kuriste,loc,,
Orava,loc,,
Tulbi,loc,,
Lauri,loc,,
Kärbi,loc,,
Palma,loc,,
Vahesaare,loc,,
Tohvri,loc,,
Pikauido,loc,,
Rita,loc,,
Ilvese,loc,,
Paju,loc,,
Jaanipüssi,loc,,
Kooli,loc,,
Varsakabja,loc,,
Vana-Aitsaare,loc,,
Küüsta,loc,,
Metsaru,loc,,
Tammiku,loc,,
Lillaka,loc,,
Vanakooli,loc,,
Rootsi pood,loc,,
Meerilandi,loc,,
Tamme,loc,,
Taevakivi,loc,,
Mäepere-Metsa,loc,,
Metsasalu,loc,,
Sopimäe,loc,,
Kaasiku,loc,,
Männatalu,loc,,
Mailikese,loc,,
Leppoja,loc,,
Lõkketule,loc,,
Rästa,loc,,
Saare,loc,,
Tserna,loc,,
Metsamähka,loc,,
Rahvamaja,loc,,
Luki,loc,,
Valingu,loc,,
Kungla,loc,,
Kedojaani,loc,,
Siimu,loc,,
Kontarro,loc,,
Pärna,loc,,
Piiri,loc,,
Kivimäe,loc,,
Toomatalu,loc,,
Reidolhvi,loc,,
Kirsi,loc,,
Kalda,loc,,
Joosepi,loc,,
Nurme,loc,,
Nulu,loc,,
Karupoja,loc,,
Merlimaa,loc,,
Rehepapi,loc,,
Soosauna,loc,,
Kangru,loc,,
Künka,loc,,
Kiviaia,loc,,
Karli,loc,,
Kase,loc,,
Kaldu,loc,,
Maimu,loc,,
Palmiku,loc,,
Sepa,loc,,
Künka,loc,,
Peetri-Metsa,loc,,
Tõrvaaugu,loc,,
Annioja,loc,,
Karujõe,loc,,
Asta,loc,,
Liivoja,loc,,
Köstri,loc,,
Martnamäe,loc,,
Säästla-Alt,loc,,
Männi-Põllu,loc,,
Pentagoni,loc,,
Sepa,loc,,
Aru,loc,,
Killusaare,loc,,
Kapsi,loc,,
Ala,loc,,
Rinnaku,loc,,
Kuuratalu,loc,,
Enu,loc,,
Lepiku,loc,,
Pihla,loc,,
Saare,loc,,
Kuidu,loc,,
Tagavere koolimaja,loc,,
Mardiõue,loc,,
Linnu,loc,,
Tõtu,loc,,
Kajussaare,loc,,
Kivinuka,loc,,
Pähkli,loc,,
Pihlaka,loc,,
Piiri,loc,,
Miku,loc,,
Ussisoo,loc,,
Kahekivi,loc,,
Veskimetsa,loc,,
Järvekalda,loc,,
Kurvi,loc,,
Vastsetalu,loc,,
Käänaku,loc,,
Aasa,loc,,
Sepasauna,loc,,
Sepa,loc,,
Sillaotsa,loc,,
Palkoja,loc,,
Kanastiku,loc,,
Laaneääre,loc,,
Põldoja,loc,,
Puista,loc,,
Essi,loc,,
Sarapuu,loc,,
Vanause,loc,,
Metsaoru,loc,,
Meikase,loc,,
Hiiemäe,loc,,
Vaheri,loc,,
Veerde,loc,,
Algo,loc,,
Reigo,loc,,
Kruusavälja,loc,,
Tõnnisoni,loc,,
Kõrgesalu,loc,,
Rubeni,loc,,
Ottomari,loc,,
Arguse,loc,,
Miili,loc,,
Õunasaare,loc,,
Alli,loc,,
Pollimäe,loc,,
Altvälja,loc,,
Veski,loc,,
Mäeotsa,loc,,
Kuusiku,loc,,
Piirose,loc,,
Tagavälja,loc,,
Väike-Mäe,loc,,
Mäe,loc,,
Mäe,loc,,
Kalda,loc,,
Koolimurru,loc,,
Salumaa,loc,,
Peetruse,loc,,
Mihkli,loc,,
Väike-Varese,loc,,
Müüri,loc,,
Rulli,loc,,
Kubja,loc,,
Imbi,loc,,
Kotsamaa,loc,,
Härma,loc,,
Jõelähtme,loc,,
Rulli,loc,,
Lohu,loc,,
Piiri,loc,,
Lohu-Pitsu,loc,,
Randa,loc,,
Aidamäe,loc,,
Marjamäe,loc,,
Vahtra,loc,,
Varblase,loc,,
Nurme,loc,,
Metsa,loc,,
Singa,loc,,
Kurvitsa,loc,,
Tõrvapapi,loc,,
Jaago,loc,,
Nisu,loc,,
Uuskaubi,loc,,
Keldri-Jaani,loc,,
Metsaaluse,loc,,
Tülgi,loc,,
Villasepa,loc,,
Kolgi,loc,,
Moka,loc,,
Aasa,loc,,
Sepa,loc,,
Vambola,loc,,
Raba,loc,,
Mardi,loc,,
Haava,loc,,
Vanamiku-Vanatoa,loc,,
Missi,loc,,
Tuisu,loc,,
Keskmäe,loc,,
Loigusauna,loc,,
Sepa-Tõnisesauna,loc,,
Villema,loc,,
Kalsu,loc,,
Üti,loc,,
Vana-Vagoja,loc,,
Tänava,loc,,
Suurepärna,loc,,
Sinika,loc,,
Pikani,loc,,
Rukki,loc,,
Lätti,loc,,
Mäe,loc,,
Venematsi,loc,,
Aaviku,loc,,
Sanga,loc,,
Agardi,loc,,
Joosti,loc,,
Einbergi,loc,,
Kalda,loc,,
Länne,loc,,
Madikse-Uuetoa,loc,,
Andu,loc,,
Sõle,loc,,
Sepa,loc,,
Hõbelombi,loc,,
Paabu,loc,,
Lilleoru,loc,,
Roosa,loc,,
Savimäe,loc,,
Saare,loc,,
Tamme,loc,,
Haavastiku,loc,,
Kalda,loc,,
Linda,loc,,
Kase,loc,,
Järvekalda,loc,,
Lauri,loc,,
Koilavälja,loc,,
Tähe,loc,,
Koseveere,loc,,
Pääsukese,loc,,
Lageda,loc,,
Tauno,loc,,
Lepa,loc,,
Ringi tee,loc,,
Kraavihalli tänav,loc,,
Noore,loc,,
Raja,loc,,
Rabatsi,loc,,
Ruusamäe,loc,,
Meierei,loc,,
Suurevälja,loc,,
Kiriku,loc,,
Paemurru,loc,,
Kooli,loc,,
Rahvamaja,loc,,
Sopi,loc,,
Kiviloo mõis,loc,,
Saarejõe,loc,,
Essaja,loc,,
Kalju,loc,,
Kople,loc,,
Raja,loc,,
Veronika,loc,,
Rummu mõis,loc,,
Tutimäe,loc,,
Priidu,loc,,
Jelena,loc,,
Kodumetsa,loc,,
Miku,loc,,
Söödi,loc,,
Uuspõllu,loc,,
Tominga,loc,,
Metsaääre,loc,,
Kontori,loc,,
Annuse,loc,,
Allika,loc,,
Jõuküla,loc,,
Põlula kool,loc,,
Jänese-Kaasiku,loc,,
Siili-Kaasiku,loc,,
Kulluse,loc,,
Savko,loc,,
Karitsa karjamõis,loc,,
Rigose,loc,,
Hooldekodu,loc,,
Riidamaa,loc,,
Seltsi,loc,,
Vahastu rahvamaja,loc,,
Maanaiste,loc,,
Vääniku,loc,,
Hansi,loc,,
Lauga,loc,,
Mäe-Kuklase,loc,,
Maarjamäe,loc,,
Külakeskuse,loc,,
Kraagi,loc,,
Oru,loc,,
Paju,loc,,
Raiumäe,loc,,
Veekeskuse,loc,,
Sepa,loc,,
Varjupaiga,loc,,
Kooli,loc,,
Palvela,loc,,
Rahvamaja,loc,,
Kooli,loc,,
Kiriku,loc,,
Sakla seltsimaja,loc,,
Koolimaja,loc,,
Valli,loc,,
Kandle,loc,,
Nugise,loc,,
Kingo,loc,,
Nagla,loc,,
Kanniksaare,loc,,
Kalda,loc,,
Metsaotsa,loc,,
Maria,loc,,
Mäenurme,loc,,
Pihlaka,loc,,
Nõlvaku,loc,,
Künka,loc,,
Kuusiksaare,loc,,
Tiigi,loc,,
Raja,loc,,
Rannamaa tee,loc,,
Kiviselja,loc,,
Võilille,loc,,
Siibergi,loc,,
Potipõhja,loc,,
Kadaka,loc,,
Kangru,loc,,
Laasma,loc,,
Kälu,loc,,
Otsatõnikse,loc,,
Kingvõttise,loc,,
Tammiku,loc,,
Kasaku,loc,,
Kolgakuusiku,loc,,
Kiriku,loc,,
Pärna,loc,,
Mõisa,loc,,
Kullerkupu,loc,,
Rahumäe,loc,,
Uustalu,loc,,
Saare,loc,,
Tilga,loc,,
Pikakuuse,loc,,
Sassi,loc,,
Otsamäe,loc,,
Saarõ,loc,,
Lille,loc,,
Robimäe,loc,,
Mõrsjamäe,loc,,
Mõrsja,loc,,
Kase,loc,,
Ristimäe,loc,,
Sirina,loc,,
Loo,loc,,
Lille,loc,,
Vigla,loc,,
Soodi,loc,,
Majorijärve,loc,,
Mäe-Silla,loc,,
Tagametsa,loc,,
Muratijärve,loc,,
Toomemetsa,loc,,
Annuse,loc,,
Saare,loc,,
Veske,loc,,
Kaevandi,loc,,
Kõrtsi,loc,,
Andojaani,loc,,
Magasi,loc,,
Jõeoru,loc,,
Nikitini,loc,,
Simuna,loc,,
Kase,loc,,
Nigula,loc,,
Liiva,loc,,
Tammiste,loc,,
Välja,loc,,
Mihkli,loc,,
Hiie,loc,,
Roodimõisa,loc,,
Sõõrike,loc,,
Peedu,loc,,
Tortna,loc,,
Ado,loc,,
Allika,loc,,
Jaku,loc,,
Lille,loc,,
Matsi,loc,,
Saaremetsa,loc,,
Sepa,loc,,
Saugametsa,loc,,
Kalda,loc,,
Takapõlde,loc,,
Üleoja,loc,,
Nurga,loc,,
Margo,loc,,
Raina,loc,,
Uuetoa,loc,,
Maasika,loc,,
Rehe,loc,,
Endriku,loc,,
Selja,loc,,
Inno,loc,,
Tänavotsa,loc,,
Sooranna,loc,,
Mosini,loc,,
Kõrtsu,loc,,
Kulmu,loc,,
Metsatalu,loc,,
Luha,loc,,
Metsaveere,loc,,
Saare,loc,,
Nurme,loc,,
Tiina,loc,,
Vahemetsa,loc,,
Maikeli,loc,,
Marguse,loc,,
Linnu,loc,,
Lepiku,loc,,
Aru,loc,,
Suve,loc,,
Varese,loc,,
Laari,loc,,
Tammiku,loc,,
Kuuse,loc,,
Liiva,loc,,
Mõmmi,loc,,
Kraavi,loc,,
Lehtmetsa,loc,,
Tõllasepa,loc,,
Neeme,loc,,
Sarapuu,loc,,
Metste,loc,,
Võidu,loc,,
Niidumäe,loc,,
Vaskoja,loc,,
Kuldna,loc,,
Sassi,loc,,
Jüsmä,loc,,
Saviaugu,loc,,
Suuremuru,loc,,
Metsa,loc,,
Kannastiku,loc,,
Lohu,loc,,
Mäenõlva,loc,,
Kõnduse,loc,,
Sambla,loc,,
Vahe,loc,,
Rätsepa,loc,,
Vahtra,loc,,
Pärna,loc,,
Tamburi,loc,,
Antsu,loc,,
Suitsusanna,loc,,
Vorstitööstuse,loc,,
Kivistiku,loc,,
Seegeli,loc,,
Tamme,loc,,
Ülejõe,loc,,
Keegu,loc,,
Kännu,loc,,
Mäeotsa,loc,,
Soo-Otsa,loc,,
Välgi,loc,,
Välgi-Jaani,loc,,
Keskküla,loc,,
Lääne,loc,,
Sarapuu,loc,,
Kaasiku,loc,,
Joosepi,loc,,
Varesmäe,loc,,
Mäeotsa,loc,,
Teemäe,loc,,
Mäealuse,loc,,
Sepa,loc,,
Liukivi,loc,,
Veski,loc,,
Kooli,loc,,
Otsa,loc,,
Lähtre,loc,,
Kukeselja,loc,,
Suve,loc,,
Kaldarehe,loc,,
Madise,loc,,
Paaspere,loc,,
Telska,loc,,
Tuvila,loc,,
Liivaaugu,loc,,
Kaevu,loc,,
Karukonna,loc,,
Jüri-Vilu,loc,,
Allika,loc,,
Preemeti,loc,,
Urva,loc,,
Lepiku,loc,,
Männituka,loc,,
Suur-Vabuaia,loc,,
Lauda,loc,,
Männimetsa,loc,,
Ilme,loc,,
Majori,loc,,
Kooli,loc,,
Lauri,loc,,
Põllu,loc,,
Metsalaane,loc,,
Hõbeallika,loc,,
Roba,loc,,
Energia,loc,,
Heleri,loc,,
Aruniidu,loc,,
Saueaugu,loc,,
Karusaare-Kulli,loc,,
Allika,loc,,
Lüüsi,loc,,
Järveotsa,loc,,
Pikapõllu,loc,,
Paju,loc,,
Müüri,loc,,
Valdoki,loc,,
Kullamäe,loc,,
Saviaugu,loc,,
Indrani,loc,,
Aeru,loc,,
Paali,loc,,
Allika,loc,,
Ääre,loc,,
Villema,loc,,
Sinilille,loc,,
Serva,loc,,
Tondi,loc,,
Kundro-Altpere,loc,,
Urmase,loc,,
Tiigimäe,loc,,
Uuetoa,loc,,
Kiberi,loc,,
Kumla-Nõmme,loc,,
Kadaja,loc,,
Lohu,loc,,
Sandre,loc,,
Ala-Kiberi,loc,,
Järveotsa,loc,,
Kivistiku,loc,,
Metsanurga,loc,,
Jaagumäe,loc,,
Möldri,loc,,
Puurmanni,loc,,
Ülejõe,loc,,
Uibomäe,loc,,
Tammemäe,loc,,
Savi,loc,,
Salu,loc,,
Raudsepa,loc,,
Metsa,loc,,
Elupuu,loc,,
Räustava,loc,,
Magasi,loc,,
Küti,loc,,
Põlde,loc,,
Linnasmäe,loc,,
Kütuse,loc,,
Rebaste,loc,,
Idusoo,loc,,
Põlde,loc,,
Kangru,loc,,
Ussisaare,loc,,
Varamo,loc,,
Pärdi,loc,,
Jaagu,loc,,
Laasi-Jaani,loc,,
Kõlu,loc,,
Sääse,loc,,
Otiaru,loc,,
Teikamäe,loc,,
Kopli,loc,,
Sinepi,loc,,
Tamme,loc,,
Pihlaka,loc,,
Soo,loc,,
Turbavahi tee,loc,,
Marja tee,loc,,
Raiküla raba,loc,,
Kolga soo,loc,,
Rebase raba,loc,,
Vaibla soo,loc,,
Tori soo,loc,,
Nõiametsa raba,loc,,
Välissoo,loc,,
Kadaja soo,loc,,
Väljaotsa raba,loc,,
Lindi raba,loc,,
Tori-Rikassaare raba,loc,,
Luusaare soo,loc,,
Liivaranna,loc,,
Piibu,loc,,
Rae,loc,,
Vesisilla,loc,,
Kivestkatku,loc,,
Männiku,loc,,
Õunapuu,loc,,
Tepani,loc,,
Hanseni,loc,,
Külaotsa,loc,,
Vallimäe,loc,,
Kuke,loc,,
Allika,loc,,
Sanga,loc,,
Raja,loc,,
Urbukse,loc,,
Timuski,loc,,
Päikesemäe,loc,,
Tanni,loc,,
Allika,loc,,
Raudsepa,loc,,
Lepa,loc,,
Kibuvitsa,loc,,
Valliõue,loc,,
Tänavaääre,loc,,
Veiko,loc,,
Kuugemaa,loc,,
Kuugemäe,loc,,
Laanemäe,loc,,
Saadu,loc,,
Männi,loc,,
Korro,loc,,
Männi,loc,,
Kirsi,loc,,
Jaska,loc,,
Lõokese,loc,,
Kurepesa,loc,,
Aasu,loc,,
Ussikännu,loc,,
Käpa,loc,,
Henelii,loc,,
Risti,loc,,
Uue-Kivisilla,loc,,
Kalmu,loc,,
Kiisa,loc,,
Vahtra,loc,,
Sürja,loc,,
Pooli,loc,,
Teeveere,loc,,
Seila,loc,,
Paekoha,loc,,
Laasu,loc,,
Padaveski,loc,,
Raja,loc,,
Nikolai,loc,,
Jura,loc,,
Juuru,loc,,
Vana-Koidu,loc,,
Raatsi,loc,,
Kalda,loc,,
Raiestiku,loc,,
Juusa 2,loc,,
Soesaadu,loc,,
Künnapa,loc,,
Rebase,loc,,
Kõutsi,loc,,
Ees-Möldri,loc,,
Niitsoo,loc,,
Vabaduse,loc,,
Abrami,loc,,
Kuusiku,loc,,
Silla,loc,,
Soone,loc,,
Torrimo,loc,,
Võsala,loc,,
Jõnnu,loc,,
Valgevarese,loc,,
Kaera,loc,,
Sillaotsa,loc,,
Taga-Pargi,loc,,
Reinu,loc,,
Valgepea,loc,,
Kaasiku,loc,,
Kopli,loc,,
Kandi,loc,,
Hermani,loc,,
Oja,loc,,
Kurgmäe,loc,,
Kaarli,loc,,
Laigi,loc,,
Ala-Kaare,loc,,
Kurissaare,loc,,
Sireli,loc,,
Kase,loc,,
Allika,loc,,
Hurda,loc,,
Ülesoo,loc,,
Ivanioru,loc,,
Kivestiku,loc,,
Kalde,loc,,
Metsanurga,loc,,
Anni-Mardi,loc,,
Raja,loc,,
Kruusaaugu,loc,,
Mäe,loc,,
Saare,loc,,
Metsanurga,loc,,
Kase,loc,,
Kellukese,loc,,
Härjakopli,loc,,
Miku,loc,,
Vaimla,loc,,
Ataste,loc,,
Pommi,loc,,
Vanapere,loc,,
Mäetagase,loc,,
Metsatare,loc,,
Aia,loc,,
Vanaoja,loc,,
Päälispõllu,loc,,
Saaremetsa,loc,,
Sepa,loc,,
Lepiku,loc,,
Nisumaa,loc,,
Sõstrasaare,loc,,
Maimumaa,loc,,
Sirbi,loc,,
Kase,loc,,
Mihkli,loc,,
Lingi,loc,,
Veskivälja,loc,,
Kalda,loc,,
Treialimäe,loc,,
Kelle,loc,,
Pikassaare,loc,,
Miku,loc,,
Liana,loc,,
Kruusaaugu,loc,,
Kingu,loc,,
Männi,loc,,
Savipoti,loc,,
Männimetsa,loc,,
Peetri,loc,,
Lillemäe,loc,,
Lootusvälja,loc,,
Lehola,loc,,
Innu,loc,,
Koidu,loc,,
Karmeli,loc,,
Otsa-Tõugu,loc,,
Metsa,loc,,
Sepmani,loc,,
Kansi,loc,,
Tamba,loc,,
Taara,loc,,
Kaldaotsa,loc,,
Abruka,loc,,
Usari,loc,,
Sorrometsa,loc,,
Kivi,loc,,
Uuetoa,loc,,
Mägraaugu,loc,,
Mesipõllu,loc,,
Liilivello,loc,,
Teetaguse,loc,,
Sauna,loc,,
Kuljuse,loc,,
Kase,loc,,
Artjomi,loc,,
Kolga,loc,,
Martõni,loc,,
Pühade,loc,,
Kooli,loc,,
Halliksoone,loc,,
Kruusimäe,loc,,
Vihmaussi,loc,,
Irina,loc,,
Perve,loc,,
Kivimänni,loc,,
Jalaka,loc,,
Essi,loc,,
Nurksardu,loc,,
Polini,loc,,
Lasbergi,loc,,
Treibergi,loc,,
Pleki,loc,,
Kõverakase,loc,,
Ruudi,loc,,
Rootsi,loc,,
Mäealuse,loc,,
Iljasoru,loc,,
Pae,loc,,
Petrovi,loc,,
Härmamäe,loc,,
Teeäärse,loc,,
Sarapuu,loc,,
Niina,loc,,
Sookünka,loc,,
Pihlaka,loc,,
Alma,loc,,
Parve,loc,,
Kõivuotsa,loc,,
Lautri,loc,,
Vana-Lälluste,loc,,
Veski,loc,,
Poissmeeste,loc,,
Mädara-Uuetoa,loc,,
Nurmenuku,loc,,
Rebaseoja,loc,,
Karu,loc,,
Kodu,loc,,
Pütasepa,loc,,
Ivo,loc,,
Kivimurru,loc,,
Suti,loc,,
Keskküla,loc,,
Lindlo,loc,,
Halliste põhikool,loc,,
Kaarli,loc,,
Lilleoru,loc,,
Murru,loc,,
Metsa,loc,,
Puusepa,loc,,
Jaanuse,loc,,
Raudna,loc,,
Hansuvõidu,loc,,
Soe,loc,,
Mäeotsa,loc,,
Hennuse,loc,,
Lüüsi,loc,,
Muressa,loc,,
Kuusiku,loc,,
Alatalu,loc,,
Ugali,loc,,
Telgu,loc,,
Keldo,loc,,
Uue-Taki,loc,,
Nurmemaa,loc,,
Mulgi,loc,,
Rõõmuse,loc,,
Õisu,loc,,
Laanemetsa 1,loc,,
Männi,loc,,
Otsa,loc,,
Nahkru,loc,,
Parima,loc,,
Ibse,loc,,
Uuetoa,loc,,
Kasenurme,loc,,
Mustepere,loc,,
Vahireino,loc,,
Kuuse,loc,,
Alttoa,loc,,
Nõmmiku,loc,,
Säki,loc,,
Alevi,loc,,
Honga,loc,,
Eva,loc,,
Nõmmeniidu,loc,,
Nõmmeserva,loc,,
Enderi,loc,,
Mändjala,loc,,
Kalda,loc,,
Jaani,loc,,
Loktevi,loc,,
Maasiku,loc,,
Pajusilla,loc,,
Posti,loc,,
Tralla,loc,,
Kuslapuu,loc,,
Lillemäe,loc,,
Väljavahi,loc,,
Möldre,loc,,
Tedre,loc,,
Andrese,loc,,
Ellamaa,loc,,
Kapumetsa,loc,,
Kakumetsa,loc,,
Matsitoa,loc,,
Kalju,loc,,
Jõe,loc,,
Haavli,loc,,
Kulli,loc,,
Siimu,loc,,
Jaanitalu,loc,,
Kalevi,loc,,
Lilleoru,loc,,
Külakubja,loc,,
Teeääre,loc,,
Kase,loc,,
Oti,loc,,
Vähja,loc,,
Paiste,loc,,
Järve,loc,,
Jaani-Mardi,loc,,
Kärdegu,loc,,
Tamme,loc,,
Altsaare,loc,,
Andrese,loc,,
Lepiku-Naesteva,loc,,
Kubja,loc,,
Kurgema,loc,,
Tikase,loc,,
Vana-Värava,loc,,
Jõeääre,loc,,
Kase,loc,,
Roovälja,loc,,
Nirgimäe,loc,,
Vanatoa,loc,,
Kose,loc,,
Rebasmäe,loc,,
Toome,loc,,
Pitsu,loc,,
Saare,loc,,
Palakmäe,loc,,
Vare,loc,,
Metsajärve,loc,,
Lüüsi,loc,,
Purika,loc,,
Uue-Kotsama,loc,,
Kulli,loc,,
Tamme,loc,,
Kõrge,loc,,
Tõnumärdi,loc,,
Vanaveski,loc,,
Kivimurru,loc,,
Söödi,loc,,
Kruusamäe,loc,,
Viisjaagu saun,loc,,
Raba,loc,,
Vitsiku,loc,,
Meoma,loc,,
Metsa,loc,,
Metslase,loc,,
Nuka,loc,,
Krimmi,loc,,
Pere,loc,,
Oja,loc,,
Halla,loc,,
Kase,loc,,
Meierei,loc,,
Mereküla,loc,,
Malle,loc,,
Soome,loc,,
Lasteaia,loc,,
Hooldekodu,loc,,
Vanaveski,loc,,
Raamatukogu,loc,,
Kutsari,loc,,
Pihelga,loc,,
Rutiku,loc,,
Karla,loc,,
Kesa,loc,,
Kirsi,loc,,
Tanno,loc,,
Oru,loc,,
Kuresaare,loc,,
Kasavere,loc,,
Neitsi,loc,,
Nurme,loc,,
Allika,loc,,
Vana-Pritsu,loc,,
Nurga,loc,,
Sepa,loc,,
Veski,loc,,
Rehe,loc,,
Kopli,loc,,
Tänavaotsa,loc,,
Kõrma,loc,,
Mallepere,loc,,
Vaduma,loc,,
Äärepõllu,loc,,
Kruusamäe,loc,,
Ranniku,loc,,
Veski,loc,,
Õunapuu,loc,,
Tõnutooma,loc,,
Karuoru,loc,,
Tõevere,loc,,
Pihlaka,loc,,
Keskküla,loc,,
Tiigivälja,loc,,
Keldri,loc,,
Tiina,loc,,
Rebase,loc,,
Karaski,loc,,
Vesiveski,loc,,
Puka,loc,,
Sepalohu,loc,,
Kuke,loc,,
Hinso,loc,,
Kalda,loc,,
Paju,loc,,
Ranna,loc,,
Kiideva,loc,,
Andrese,loc,,
Liivaaugu,loc,,
Reinu-Aadu,loc,,
Sopi,loc,,
Võõriku,loc,,
Kaera,loc,,
Tentre,loc,,
Vana-Kubja,loc,,
Lõve,loc,,
Sireli,loc,,
Vändriku,loc,,
Kõrtsi,loc,,
Ranna,loc,,
Oru,loc,,
Liivaku,loc,,
Tammemäe,loc,,
Mäe-Vändriku,loc,,
Rabasoo,loc,,
Tõnise,loc,,
Pähklisalu tee,loc,,
Põldpüü tee,loc,,
Indreku tee,loc,,
Siimu tee,loc,,
Repsu,loc,,
Hüüne,loc,,
Oeta,loc,,
Mäe,loc,,
Tamme,loc,,
Toome,loc,,
Padriku,loc,,
Põldotsa,loc,,
Liinsoni,loc,,
Ojakese,loc,,
Jäetma,loc,,
Soo,loc,,
Kopli,loc,,
Tõnise,loc,,
Sigaru,loc,,
Pihla,loc,,
Põdravälja,loc,,
Tooma,loc,,
Roti vesiveski,loc,,
Otto,loc,,
Nõmmitsa,loc,,
Mäe-Kalda,loc,,
Kõrtsi,loc,,
Tsiksi,loc,,
Laane,loc,,
Lebaste,loc,,
Männikvere,loc,,
Pärtli,loc,,
Porioja,loc,,
Jõemetsa,loc,,
Põlde,loc,,
Kirbu,loc,,
Raudsaare-Peedi,loc,,
Matsi,loc,,
Oidu,loc,,
Leesikmäe,loc,,
Kiviste,loc,,
Palii,loc,,
Teelahkme,loc,,
Hendriku,loc,,
Väike-Savi,loc,,
Üleoja,loc,,
Tammemäe,loc,,
Mendise,loc,,
Laurisoe,loc,,
Metsaääre,loc,,
Matsi,loc,,
Tammeoru,loc,,
Kalme,loc,,
Sillaotsa,loc,,
Tolli-Juhani,loc,,
Mäelttoa,loc,,
Kiigemaa,loc,,
Künka,loc,,
Ülemäe,loc,,
Siugu,loc,,
Vana-Kükkeri,loc,,
Kulli,loc,,
Tuulingu,loc,,
Väike-Koigu,loc,,
Jässisaua,loc,,
Laasu,loc,,
Mihkli-Anu,loc,,
Hildingi,loc,,
Aasa,loc,,
Aaviku,loc,,
Uus-Mustaru,loc,,
Ülesoone,loc,,
Kõrgevälja,loc,,
Härjalauda,loc,,
Metsanurga,loc,,
Sõeri,loc,,
Trulli,loc,,
Kangru,loc,,
Tamme,loc,,
Karja,loc,,
Ametikooli,loc,,
Jaani,loc,,
Laheotsa,loc,,
Jaksi,loc,,
Kaupluse,loc,,
Kaupluse,loc,,
Maisimäe põik,loc,,
Võrsiku tänav,loc,,
Kaare põik,loc,,
Kuuselombi,loc,,
Nurme,loc,,
Hansu,loc,,
Eesoru,loc,,
Lepikmäe,loc,,
Kooli,loc,,
Siiska,loc,,
Valitsejamaja,loc,,
Rahumäe,loc,,
Liivaku,loc,,
Markuse,loc,,
Pooli,loc,,
Künka,loc,,
Vidu,loc,,
Väike-Pedajamäe,loc,,
Saluka,loc,,
Sillaotsa-Ülevarese,loc,,
Paugo,loc,,
Lepiku,loc,,
Vainu,loc,,
Aia,loc,,
Raja,loc,,
Kongsi,loc,,
Männimetsa,loc,,
Metsa,loc,,
Oti,loc,,
Nurmenuku,loc,,
Viira,loc,,
Säksi,loc,,
Vargamäe,loc,,
Tammoja,loc,,
Saare,loc,,
Väljaotsa,loc,,
Ojaniidu,loc,,
Rüä,loc,,
Uku,loc,,
Mäeotsa,loc,,
Tooma,loc,,
Annuki,loc,,
Kasemetsa,loc,,
Välja,loc,,
Külakubja,loc,,
Kaasiku,loc,,
Luha,loc,,
Põllu,loc,,
Jõe,loc,,
Marguse,loc,,
Väike-Rootsi,loc,,
Sillaotsa,loc,,
Rootsi,loc,,
Salemi,loc,,
Saariku,loc,,
Väike-Kingu,loc,,
Kõrtsi,loc,,
Kirna,loc,,
Tedrela,loc,,
Västriku,loc,,
Silla,loc,,
Piiri,loc,,
Lombi,loc,,
Raja,loc,,
Aiahansu,loc,,
Uhmado,loc,,
Nigula,loc,,
Arsti,loc,,
Semisilla,loc,,
Nurga,loc,,
Tamme,loc,,
Tõrukese,loc,,
Oja,loc,,
Tootsi,loc,,
Kulli,loc,,
Nuudi,loc,,
Mardimäe,loc,,
Väljaotsa,loc,,
Kooli,loc,,
Rudissaare,loc,,
Masingu,loc,,
Mardimäe,loc,,
Lõhmuse,loc,,
Ilvese,loc,,
Valli,loc,,
Rabasoo,loc,,
Paaveli,loc,,
Lagendiku,loc,,
Maasikmäe,loc,,
Tõnise,loc,,
Lilleoja,loc,,
Altpere,loc,,
Kiviaru,loc,,
Valtre,loc,,
Andre,loc,,
Kaupluse,loc,,
Kaasiku,loc,,
Põnga,loc,,
Männi,loc,,
Harjaka,loc,,
